card_id,iteration,games,wins,win_rate,avg_game_len,adjustment
clear_weather,1,53,13,0.24528301886792453,13.566037735849056,2
plague_maiden,1,27,12,0.4444444444444444,13.333333333333332,0
vampire_bruxa,1,33,24,0.7272727272727273,15.06060606060606,-1
decoy,1,257,117,0.45525291828793774,13.43579766536965,0
crone_brewess,1,25,12,0.48,14.120000000000001,0
triss,1,114,67,0.5877192982456141,13.535087719298245,0
grave_hag,1,27,15,0.5555555555555556,13.777777777777777,0
ghoul2,1,15,9,0.6,14.266666666666666,0
ghoul1,1,26,13,0.5,14.115384615384617,0
torrential_rain,1,411,177,0.4306569343065693,13.715328467153284,0
ciri,1,83,47,0.5662650602409639,13.349397590361447,0
siege_engineer,1,24,11,0.4583333333333333,13.083333333333332,0
biting_frost,1,377,169,0.4482758620689655,13.753315649867373,0
geralt,1,79,36,0.45569620253164556,13.60759493670886,0
cahir_mawr_dyffryn_aep_ceallach,1,29,10,0.3448275862068966,13.310344827586206,1
impera_brigade_guard,1,77,30,0.38961038961038963,13.285714285714286,1
rotten_mangonel,1,30,11,0.36666666666666664,13.5,1
morvran_voorhis,1,35,14,0.4,13.571428571428571,0
botchling,1,22,9,0.4090909090909091,13.954545454545455,0
arachas2,1,24,13,0.5416666666666666,14.666666666666666,0
vesemir,1,91,48,0.5274725274725275,13.230769230769232,0
poor_fucking_infantry,1,87,35,0.40229885057471265,13.436781609195402,0
keira_metz,1,23,12,0.5217391304347826,12.521739130434781,0
kaedweni_siege_expert,1,77,37,0.4805194805194805,13.571428571428573,0
scorch,1,94,31,0.32978723404255317,13.797872340425531,1
esterad_thyssen,1,25,12,0.48,13.72,0
commanders_horn,1,235,128,0.5446808510638298,13.37872340425532,0
trebuchet,1,44,25,0.5681818181818182,12.977272727272728,0
prince_stennis,1,27,7,0.25925925925925924,14.11111111111111,1
vampire_garkain,1,27,21,0.7777777777777778,14.148148148148147,-2
isengrim_faoiltiarnah,1,36,21,0.5833333333333334,12.916666666666666,0
vrihedd_brigade_veteran,1,65,36,0.5538461538461539,13.107692307692309,0
dol_blathanna_archer,1,33,17,0.5151515151515151,13.636363636363637,0
elven_skirmisher,1,33,17,0.5151515151515151,13.787878787878789,0
elven_skirmisher1,1,29,14,0.4827586206896552,13.931034482758621,0
saesenthessis,1,15,9,0.6,13.066666666666666,0
havekar_smuggler3,1,17,8,0.47058823529411764,13.823529411764707,0
toruviel,1,29,15,0.5172413793103449,13.310344827586206,0
yarpen_zigrin,1,28,13,0.4642857142857143,12.857142857142856,0
catapult,1,49,19,0.3877551020408163,13.265306122448978,1
crone_whispess,1,10,4,0.4,13.8,0
arachas3,1,33,21,0.6363636363636364,14.727272727272728,-1
vampire_fleder,1,34,23,0.6764705882352942,14.558823529411764,-1
impenetrable_fog,1,378,168,0.4444444444444444,13.743386243386242,0
yen,1,115,56,0.48695652173913045,13.373913043478261,0
arachas_behemoth,1,25,18,0.72,14.76,-1
draug,1,21,16,0.7619047619047619,14.285714285714285,-2
puttkammer,1,35,20,0.5714285714285714,13.685714285714285,0
young_emmisary,1,28,13,0.4642857142857143,13.428571428571427,0
albrich,1,44,15,0.3409090909090909,13.613636363636363,1
renuald_aep_matsen,1,27,16,0.5925925925925926,13.148148148148147,0
avallach,1,114,47,0.41228070175438597,14.12280701754386,0
siege_tower,1,9,5,0.5555555555555556,14.11111111111111,0
redanian_foot_soldier,1,48,24,0.5,13.708333333333332,0
dandelion,1,121,63,0.5206611570247934,13.479338842975206,0
vernon_roche,1,36,14,0.3888888888888889,13.5,1
dennis_cranmer,1,24,13,0.5416666666666666,12.833333333333332,0
dwarven_skirmisher3,1,31,16,0.5161290322580645,13.709677419354838,0
ida_emean_aep_sivney,1,12,5,0.4166666666666667,13.166666666666666,0
dol_blathanna_scout,1,53,32,0.6037735849056604,13.433962264150942,-1
yaevinn,1,18,9,0.5,12.777777777777777,0
mahakaman_defender,1,86,47,0.5465116279069767,13.046511627906977,0
villentretenmerth,1,79,42,0.5316455696202531,13.569620253164556,0
crinfrid_reavers_dragon_hunter,1,69,32,0.463768115942029,13.782608695652174,0
sile_de_tansarville,1,10,4,0.4,14.100000000000001,0
sigismund_dijkstra,1,13,6,0.46153846153846156,13.461538461538462,0
forktail,1,25,10,0.4,13.88,0
imlerith,1,40,26,0.65,14.375,-1
fire_elemental,1,33,21,0.6363636363636364,14.575757575757576,-1
cockatrice,1,42,23,0.5476190476190477,14.214285714285714,0
harpy,1,15,8,0.5333333333333333,13.933333333333334,0
vampire_ekimmara,1,16,10,0.625,14.75,-1
vampire_katakan,1,24,17,0.7083333333333334,14.875,-1
frightener,1,32,21,0.65625,14.0,-1
nausicaa_cavalry_rider,1,63,25,0.3968253968253968,13.063492063492063,1
vreemde,1,24,7,0.2916666666666667,13.416666666666666,1
etolian_auxiliary_archers,1,43,22,0.5116279069767442,13.441860465116278,0
black_infantry_archer,1,59,21,0.3559322033898305,13.322033898305085,1
dethmold,1,21,12,0.5714285714285714,13.476190476190476,0
vrihedd_brigade_recruit,1,20,15,0.75,13.0,-2
barclay_els,1,24,11,0.4583333333333333,13.333333333333332,0
havekar_smuggler2,1,29,22,0.7586206896551724,13.379310344827585,-2
havekar_smuggler1,1,49,30,0.6122448979591837,13.510204081632653,-1
ciaran_aep_easnillien,1,27,16,0.5925925925925926,13.592592592592592,0
havekar_healer,1,53,27,0.5094339622641509,13.169811320754716,0
filavandrel_aen_fidhail,1,26,13,0.5,12.653846153846155,0
earth_elemental,1,18,10,0.5555555555555556,13.833333333333332,0
crone_weavess,1,25,13,0.52,14.68,0
zoltan,1,92,46,0.5,13.282608695652174,0
sweers,1,18,8,0.4444444444444444,13.0,0
rainfarn,1,29,14,0.4827586206896552,13.275862068965518,0
tibor_eggebracht,1,37,15,0.40540540540540543,13.486486486486488,0
cynthia,1,19,6,0.3157894736842105,13.63157894736842,1
blue_stripes_commando,1,65,32,0.49230769230769234,13.353846153846154,0
ves,1,24,9,0.375,13.291666666666666,1
iorveth,1,24,9,0.375,13.458333333333332,1
kayran,1,24,15,0.625,14.041666666666666,-1
ice_giant,1,22,13,0.5909090909090909,14.090909090909092,0
arachas1,1,22,14,0.6363636363636364,14.272727272727273,-1
leshen,1,27,14,0.5185185185185185,14.481481481481481,0
elven_skirmisher2,1,24,13,0.5416666666666666,13.833333333333332,0
riordain,1,16,8,0.5,13.75,0
ghoul3,1,25,12,0.48,14.16,0
endrega,1,30,17,0.5666666666666667,13.9,0
werewolf,1,22,16,0.7272727272727273,13.818181818181818,-1
siege_technician,1,35,13,0.37142857142857144,13.4,1
sabrina_glevissig,1,23,12,0.5217391304347826,13.826086956521738,0
griffin,1,27,17,0.6296296296296297,14.222222222222221,-1
nekker3,1,35,22,0.6285714285714286,13.885714285714286,-1
nekker2,1,38,27,0.7105263157894737,13.894736842105262,-1
gargoyle,1,35,17,0.4857142857142857,14.314285714285713,0
heavy_zerrikanian_fire_scorpion,1,24,9,0.375,13.125,1
vanhemar,1,23,5,0.21739130434782608,13.347826086956522,2
dun_banner_medic,1,25,8,0.32,13.8,1
foglet,1,16,8,0.5,14.0,0
wyvern,1,27,18,0.6666666666666666,13.962962962962962,-1
nekker1,1,33,18,0.5454545454545454,13.787878787878789,0
thaler,1,19,8,0.42105263157894735,14.315789473684209,0
morteisen,1,15,4,0.26666666666666666,12.6,1
stefan_skellen,1,13,9,0.6923076923076923,13.615384615384617,-1
fiend,1,22,11,0.5,13.954545454545455,0
zerrikanian_fire_scorpion,1,10,6,0.6,13.3,0
assire_var_anahid,1,15,5,0.3333333333333333,13.6,1
siegfried_of_denesle,1,25,11,0.44,13.92,0
sheldon_skaggs,1,30,9,0.3,13.666666666666666,1
eithne,1,14,8,0.5714285714285714,12.785714285714285,0
celaeno_harpy,1,19,9,0.47368421052631576,13.94736842105263,0
milva,1,25,16,0.64,12.92,-1
letho_of_gulet,1,32,15,0.46875,13.28125,0
ballista,1,17,7,0.4117647058823529,14.411764705882353,0
shilard_fitz_oesterlen,1,18,8,0.4444444444444444,14.5,0
fringilla_vigo,1,24,5,0.20833333333333334,12.875,2
vattier_de_rideaux,1,13,7,0.5384615384615384,13.76923076923077,0
menno_coehoorn,1,18,10,0.5555555555555556,13.5,0
john_natalis,1,5,1,0.2,13.600000000000001,2
philippa_eilhart,1,16,7,0.4375,12.9375,0
plague_maiden,2,9,3,0.3333333333333333,13.555555555555555,1
ghoul1,2,12,5,0.4166666666666667,13.25,0
grave_hag,2,12,6,0.5,13.25,0
triss,2,36,18,0.5,13.444444444444443,0
decoy,2,102,41,0.4019607843137255,13.735294117647058,0
torrential_rain,2,123,54,0.43902439024390244,14.008130081300814,0
vampire_bruxa,2,4,2,0.5,13.0,0
vampire_garkain,2,1,1,1.0,12.0,-2
crone_brewess,2,16,9,0.5625,14.0,0
ciri,2,53,25,0.4716981132075472,13.773584905660377,0
siege_engineer,2,10,4,0.4,13.0,0
morvran_voorhis,2,17,4,0.23529411764705882,13.411764705882353,2
cahir_mawr_dyffryn_aep_ceallach,2,9,1,0.1111111111111111,13.666666666666666,2
scorch,2,29,10,0.3448275862068966,13.344827586206897,1
rotten_mangonel,2,9,3,0.3333333333333333,13.0,1
impera_brigade_guard,2,29,14,0.4827586206896552,12.517241379310345,0
biting_frost,2,171,76,0.4444444444444444,13.730994152046783,0
geralt,2,58,26,0.4482758620689655,13.637931034482758,0
clear_weather,2,22,6,0.2727272727272727,13.545454545454545,1
commanders_horn,2,97,54,0.5567010309278351,13.577319587628866,0
poor_fucking_infantry,2,27,14,0.5185185185185185,13.62962962962963,0
trebuchet,2,21,11,0.5238095238095238,13.95238095238095,0
prince_stennis,2,16,8,0.5,14.0625,0
kaedweni_siege_expert,2,28,18,0.6428571428571429,13.25,-1
vesemir,2,35,20,0.5714285714285714,13.314285714285713,0
esterad_thyssen,2,3,3,1.0,12.333333333333332,-2
keira_metz,2,16,10,0.625,13.6875,-1
havekar_smuggler3,2,15,7,0.4666666666666667,13.733333333333333,0
dol_blathanna_archer,2,6,4,0.6666666666666666,12.166666666666666,-1
isengrim_faoiltiarnah,2,6,3,0.5,13.0,0
vrihedd_brigade_veteran,2,20,9,0.45,13.5,0
elven_skirmisher1,2,27,10,0.37037037037037035,13.74074074074074,1
elven_skirmisher,2,18,9,0.5,13.722222222222221,0
saesenthessis,2,12,8,0.6666666666666666,13.583333333333332,-1
toruviel,2,6,3,0.5,12.5,0
impenetrable_fog,2,160,70,0.4375,13.95625,0
catapult,2,25,13,0.52,13.64,0
yarpen_zigrin,2,12,7,0.5833333333333334,13.5,0
gargoyle,2,3,1,0.3333333333333333,13.0,1
fire_elemental,2,12,4,0.3333333333333333,13.333333333333332,1
villentretenmerth,2,35,21,0.6,13.371428571428572,0
werewolf,2,14,8,0.5714285714285714,13.714285714285714,0
foglet,2,9,4,0.4444444444444444,13.777777777777777,0
harpy,2,12,6,0.5,13.583333333333332,0
vanhemar,2,5,4,0.8,14.8,-2
fringilla_vigo,2,12,8,0.6666666666666666,13.25,-1
zerrikanian_fire_scorpion,2,19,10,0.5263157894736842,13.473684210526315,0
heavy_zerrikanian_fire_scorpion,2,12,5,0.4166666666666667,13.416666666666666,0
puttkammer,2,17,7,0.4117647058823529,13.411764705882353,0
nausicaa_cavalry_rider,2,31,12,0.3870967741935484,13.548387096774194,1
sigismund_dijkstra,2,10,3,0.3,14.4,1
dethmold,2,15,9,0.6,13.666666666666666,0
crinfrid_reavers_dragon_hunter,2,35,20,0.5714285714285714,13.628571428571428,0
blue_stripes_commando,2,39,15,0.38461538461538464,13.82051282051282,1
sabrina_glevissig,2,18,7,0.3888888888888889,13.61111111111111,1
mahakaman_defender,2,45,24,0.5333333333333333,13.866666666666667,0
avallach,2,45,12,0.26666666666666666,14.244444444444445,1
havekar_healer,2,30,13,0.43333333333333335,13.966666666666667,0
dwarven_skirmisher3,2,34,20,0.5882352941176471,13.911764705882353,0
dol_blathanna_scout,2,17,9,0.5294117647058824,13.529411764705882,0
redanian_foot_soldier,2,20,8,0.4,14.100000000000001,0
elven_skirmisher2,2,9,4,0.4444444444444444,14.333333333333332,0
crone_whispess,2,21,14,0.6666666666666666,14.142857142857142,-1
arachas3,2,3,2,0.6666666666666666,12.333333333333332,-1
leshen,2,9,6,0.6666666666666666,13.11111111111111,-1
ice_giant,2,12,6,0.5,13.666666666666666,0
menno_coehoorn,2,16,8,0.5,13.5625,0
letho_of_gulet,2,25,9,0.36,13.36,1
siege_technician,2,6,3,0.5,14.333333333333332,0
thaler,2,12,4,0.3333333333333333,15.25,1
iorveth,2,13,8,0.6153846153846154,13.76923076923077,-1
yaevinn,2,9,5,0.5555555555555556,13.555555555555555,0
forktail,2,3,3,1.0,14.333333333333332,-2
frightener,2,16,12,0.75,13.75,-2
imlerith,2,12,9,0.75,13.333333333333332,-2
nekker2,2,17,9,0.5294117647058824,13.941176470588236,0
kayran,2,12,7,0.5833333333333334,13.0,0
fiend,2,13,8,0.6153846153846154,14.230769230769232,-1
yen,2,39,23,0.5897435897435898,13.538461538461538,0
earth_elemental,2,9,8,0.8888888888888888,13.777777777777777,-2
young_emmisary,2,3,2,0.6666666666666666,13.0,-1
rainfarn,2,6,4,0.6666666666666666,13.5,-1
vrihedd_brigade_recruit,2,9,4,0.4444444444444444,14.222222222222221,0
celaeno_harpy,2,12,8,0.6666666666666666,13.916666666666666,-1
dandelion,2,37,22,0.5945945945945946,13.351351351351353,0
draug,2,13,6,0.46153846153846156,13.76923076923077,0
arachas1,2,12,7,0.5833333333333334,13.75,0
arachas_behemoth,2,8,5,0.625,13.25,-1
albrich,2,15,3,0.2,13.6,2
tibor_eggebracht,2,9,2,0.2222222222222222,13.555555555555555,2
etolian_auxiliary_archers,2,21,9,0.42857142857142855,13.238095238095237,0
siegfried_of_denesle,2,7,4,0.5714285714285714,15.0,0
zoltan,2,36,17,0.4722222222222222,13.86111111111111,0
ida_emean_aep_sivney,2,7,5,0.7142857142857143,14.142857142857142,-1
ciaran_aep_easnillien,2,12,7,0.5833333333333334,13.833333333333332,0
riordain,2,12,9,0.75,13.833333333333332,-2
eithne,2,18,9,0.5,13.555555555555555,0
shilard_fitz_oesterlen,2,13,6,0.46153846153846156,14.76923076923077,0
arachas2,2,9,5,0.5555555555555556,13.333333333333332,0
botchling,2,3,1,0.3333333333333333,13.0,1
cynthia,2,15,5,0.3333333333333333,12.466666666666667,1
cockatrice,2,12,4,0.3333333333333333,13.333333333333332,1
griffin,2,6,3,0.5,13.5,0
crone_weavess,2,15,11,0.7333333333333333,14.066666666666666,-1
dun_banner_medic,2,17,8,0.47058823529411764,14.176470588235293,0
havekar_smuggler1,2,13,8,0.6153846153846154,13.692307692307693,-1
siege_tower,2,1,1,1.0,13.0,-2
vampire_katakan,2,6,3,0.5,13.5,0
vampire_ekimmara,2,5,4,0.8,14.4,-2
vreemde,2,10,6,0.6,12.8,0
sweers,2,6,3,0.5,13.666666666666666,0
sile_de_tansarville,2,6,3,0.5,13.166666666666666,0
milva,2,6,4,0.6666666666666666,15.0,-1
havekar_smuggler2,2,8,7,0.875,13.75,-2
endrega,2,12,4,0.3333333333333333,13.0,1
black_infantry_archer,2,9,6,0.6666666666666666,13.222222222222221,-1
renuald_aep_matsen,2,1,1,1.0,13.0,-2
vattier_de_rideaux,2,10,4,0.4,13.9,0
wyvern,2,3,1,0.3333333333333333,13.333333333333332,1
assire_var_anahid,2,9,4,0.4444444444444444,13.222222222222221,0
philippa_eilhart,2,6,2,0.3333333333333333,13.666666666666666,1
ghoul3,2,11,6,0.5454545454545454,14.363636363636363,0
morteisen,2,3,0,0.0,14.666666666666666,2
ballista,2,9,6,0.6666666666666666,14.0,-1
ghoul2,2,3,2,0.6666666666666666,15.333333333333332,-1
stefan_skellen,2,9,2,0.2222222222222222,13.888888888888888,2
sheldon_skaggs,2,3,1,0.3333333333333333,14.0,1
vernon_roche,2,3,1,0.3333333333333333,14.0,1
john_natalis,2,7,6,0.8571428571428571,14.428571428571427,-2
ves,2,1,1,1.0,16.0,-2
nekker3,2,5,2,0.4,14.200000000000001,0
nekker1,2,6,2,0.3333333333333333,14.0,1
dennis_cranmer,2,3,2,0.6666666666666666,14.0,-1
triss,2,18,9,0.5,13.222222222222221,0
decoy,2,49,17,0.3469387755102041,13.571428571428571,1
ghoul1,2,8,4,0.5,13.5,0
ghoul2,2,11,5,0.45454545454545453,14.090909090909092,0
plague_maiden,2,6,3,0.5,14.166666666666666,0
torrential_rain,2,51,25,0.49019607843137253,13.627450980392156,0
crone_brewess,2,3,1,0.3333333333333333,14.333333333333332,1
vampire_bruxa,2,6,2,0.3333333333333333,14.833333333333332,1
vampire_garkain,2,8,3,0.375,13.375,1
grave_hag,2,9,6,0.6666666666666666,13.777777777777777,-1
ciri,2,19,9,0.47368421052631576,13.368421052631579,0
siege_engineer,2,6,3,0.5,12.666666666666666,0
morvran_voorhis,2,12,7,0.5833333333333334,13.333333333333332,0
cahir_mawr_dyffryn_aep_ceallach,2,9,4,0.4444444444444444,12.555555555555555,0
scorch,2,21,7,0.3333333333333333,13.285714285714285,1
rotten_mangonel,2,7,4,0.5714285714285714,12.571428571428571,0
impera_brigade_guard,2,15,6,0.4,13.733333333333333,0
biting_frost,2,79,35,0.4430379746835443,13.531645569620252,0
geralt,2,16,9,0.5625,13.625,0
clear_weather,2,13,4,0.3076923076923077,13.461538461538462,1
prince_stennis,2,12,0,0.0,13.75,2
vesemir,2,23,13,0.5652173913043478,13.217391304347826,0
keira_metz,2,6,3,0.5,13.666666666666666,0
esterad_thyssen,2,14,10,0.7142857142857143,13.785714285714285,-1
poor_fucking_infantry,2,13,2,0.15384615384615385,14.153846153846155,2
commanders_horn,2,46,21,0.45652173913043476,13.369565217391305,0
trebuchet,2,18,8,0.4444444444444444,13.666666666666666,0
kaedweni_siege_expert,2,19,12,0.631578947368421,13.68421052631579,-1
saesenthessis,2,6,4,0.6666666666666666,12.166666666666666,-1
isengrim_faoiltiarnah,2,12,8,0.6666666666666666,12.666666666666666,-1
havekar_smuggler3,2,6,5,0.8333333333333334,12.166666666666666,-2
toruviel,2,6,4,0.6666666666666666,12.333333333333332,-1
elven_skirmisher,2,6,5,0.8333333333333334,12.166666666666666,-2
elven_skirmisher1,2,8,5,0.625,12.75,-1
dol_blathanna_archer,2,3,3,1.0,11.666666666666666,-2
vrihedd_brigade_veteran,2,12,6,0.5,12.666666666666666,0
nausicaa_cavalry_rider,2,16,12,0.75,13.3125,-2
siege_technician,2,7,6,0.8571428571428571,13.142857142857142,-2
endrega,2,3,2,0.6666666666666666,12.666666666666666,-1
forktail,2,9,5,0.5555555555555556,13.333333333333332,0
