card_id,iteration,games,wins,win_rate,avg_game_len,adjustment
wyvern,2,3,2,0.6666666666666666,12.666666666666666,-1
crone_whispess,2,9,3,0.3333333333333333,13.333333333333332,1
crone_weavess,2,1,1,1.0,13.0,-2
fiend,2,6,4,0.6666666666666666,13.333333333333332,-1
earth_elemental,2,3,2,0.6666666666666666,12.666666666666666,-1
letho_of_gulet,2,3,2,0.6666666666666666,12.0,-1
assire_var_anahid,2,7,2,0.2857142857142857,13.0,1
dandelion,2,15,12,0.8,12.533333333333333,-2
villentretenmerth,2,21,7,0.3333333333333333,12.714285714285714,1
puttkammer,2,9,4,0.4444444444444444,12.888888888888888,0
renuald_aep_matsen,2,4,3,0.75,12.25,-2
black_infantry_archer,2,8,4,0.5,12.375,0
impenetrable_fog,2,83,38,0.4578313253012048,13.590361445783133,0
dun_banner_medic,2,7,2,0.2857142857142857,13.285714285714285,1
vernon_roche,2,3,0,0.0,12.666666666666666,2
crinfrid_reavers_dragon_hunter,2,18,9,0.5,13.722222222222221,0
siegfried_of_denesle,2,6,2,0.3333333333333333,13.0,1
yen,2,37,21,0.5675675675675675,13.0,0
philippa_eilhart,2,9,4,0.4444444444444444,13.444444444444443,0
eithne,2,14,9,0.6428571428571429,13.214285714285714,-1
mahakaman_defender,2,23,9,0.391304347826087,13.17391304347826,1
dwarven_skirmisher3,2,12,5,0.4166666666666667,13.166666666666666,0
filavandrel_aen_fidhail,2,6,3,0.5,12.666666666666666,0
shilard_fitz_oesterlen,2,3,2,0.6666666666666666,15.333333333333332,-1
vampire_fleder,2,5,3,0.6,15.200000000000001,0
stefan_skellen,2,6,4,0.6666666666666666,14.333333333333332,-1
botchling,2,6,3,0.5,14.166666666666666,0
griffin,2,6,2,0.3333333333333333,13.166666666666666,1
draug,2,3,2,0.6666666666666666,14.0,-1
cockatrice,2,6,2,0.3333333333333333,13.5,1
fringilla_vigo,2,5,3,0.6,13.0,0
menno_coehoorn,2,6,3,0.5,13.333333333333332,0
young_emmisary,2,2,1,0.5,14.5,0
john_natalis,2,9,7,0.7777777777777778,13.555555555555555,-2
redanian_foot_soldier,2,12,10,0.8333333333333334,13.583333333333332,-2
dethmold,2,9,3,0.3333333333333333,14.11111111111111,1
sile_de_tansarville,2,14,9,0.6428571428571429,13.857142857142856,-1
vrihedd_brigade_recruit,2,6,2,0.3333333333333333,13.166666666666666,1
ciaran_aep_easnillien,2,6,2,0.3333333333333333,13.166666666666666,1
cynthia,2,8,4,0.5,13.25,0
kayran,2,7,4,0.5714285714285714,13.142857142857142,0
nekker1,2,9,2,0.2222222222222222,13.11111111111111,2
werewolf,2,3,1,0.3333333333333333,14.333333333333332,1
foglet,2,6,4,0.6666666666666666,14.333333333333332,-1
avallach,2,12,2,0.16666666666666666,13.916666666666666,2
zoltan,2,15,7,0.4666666666666667,13.0,0
albrich,2,4,3,0.75,12.0,-2
ghoul3,2,4,1,0.25,14.75,2
yarpen_zigrin,2,6,2,0.3333333333333333,13.833333333333332,1
vanhemar,2,10,5,0.5,12.4,0
nekker3,2,5,1,0.2,12.8,2
morteisen,2,3,3,1.0,13.666666666666666,-2
etolian_auxiliary_archers,2,8,5,0.625,13.75,-1
sigismund_dijkstra,2,3,3,1.0,13.666666666666666,-2
catapult,2,6,2,0.3333333333333333,14.0,1
ida_emean_aep_sivney,2,9,5,0.5555555555555556,12.888888888888888,0
havekar_healer,2,6,4,0.6666666666666666,13.833333333333332,-1
blue_stripes_commando,2,10,5,0.5,14.100000000000001,0
imlerith,2,6,4,0.6666666666666666,14.833333333333332,-1
leshen,2,3,3,1.0,14.333333333333332,-2
vreemde,2,4,1,0.25,13.5,2
thaler,2,3,2,0.6666666666666666,14.666666666666666,-1
dennis_cranmer,2,3,2,0.6666666666666666,15.0,-1
havekar_smuggler2,2,3,2,0.6666666666666666,15.0,-1
havekar_smuggler1,2,3,2,0.6666666666666666,15.0,-1
iorveth,2,6,4,0.6666666666666666,14.166666666666666,-1
sheldon_skaggs,2,1,0,0.0,15.0,2
ves,2,7,6,0.8571428571428571,13.857142857142856,-2
siege_tower,2,3,2,0.6666666666666666,13.666666666666666,-1
gargoyle,2,6,1,0.16666666666666666,13.833333333333332,2
vattier_de_rideaux,2,3,0,0.0,14.0,2
ballista,2,3,2,0.6666666666666666,14.0,-1
elven_skirmisher2,2,3,2,0.6666666666666666,13.333333333333332,-1
arachas_behemoth,2,6,1,0.16666666666666666,14.166666666666666,2
zerrikanian_fire_scorpion,2,3,1,0.3333333333333333,12.666666666666666,1
dol_blathanna_scout,2,6,3,0.5,12.833333333333332,0
riordain,2,3,2,0.6666666666666666,12.666666666666666,-1
sweers,2,1,0,0.0,13.0,2
vampire_ekimmara,2,2,1,0.5,17.0,0
vampire_katakan,2,2,1,0.5,17.0,0
ice_giant,2,3,1,0.3333333333333333,15.333333333333332,1
triss,3,18,9,0.5,13.222222222222221,0
decoy,3,49,17,0.3469387755102041,13.571428571428571,1
ghoul1,3,8,4,0.5,13.5,0
ghoul2,3,11,5,0.45454545454545453,14.090909090909092,0
plague_maiden,3,6,3,0.5,14.166666666666666,0
torrential_rain,3,51,25,0.49019607843137253,13.627450980392156,0
crone_brewess,3,3,1,0.3333333333333333,14.333333333333332,1
vampire_bruxa,3,6,2,0.3333333333333333,14.833333333333332,1
vampire_garkain,3,8,3,0.375,13.375,1
grave_hag,3,9,6,0.6666666666666666,13.777777777777777,-1
ciri,3,19,9,0.47368421052631576,13.368421052631579,0
siege_engineer,3,6,3,0.5,12.666666666666666,0
morvran_voorhis,3,12,7,0.5833333333333334,13.333333333333332,0
cahir_mawr_dyffryn_aep_ceallach,3,9,4,0.4444444444444444,12.555555555555555,0
scorch,3,21,7,0.3333333333333333,13.285714285714285,1
rotten_mangonel,3,7,4,0.5714285714285714,12.571428571428571,0
impera_brigade_guard,3,15,6,0.4,13.733333333333333,0
biting_frost,3,79,35,0.4430379746835443,13.531645569620252,0
geralt,3,16,9,0.5625,13.625,0
clear_weather,3,13,4,0.3076923076923077,13.461538461538462,1
prince_stennis,3,12,0,0.0,13.75,2
vesemir,3,23,13,0.5652173913043478,13.217391304347826,0
keira_metz,3,6,3,0.5,13.666666666666666,0
esterad_thyssen,3,14,10,0.7142857142857143,13.785714285714285,-1
poor_fucking_infantry,3,13,2,0.15384615384615385,14.153846153846155,2
commanders_horn,3,46,21,0.45652173913043476,13.369565217391305,0
trebuchet,3,18,8,0.4444444444444444,13.666666666666666,0
kaedweni_siege_expert,3,19,12,0.631578947368421,13.68421052631579,-1
saesenthessis,3,6,4,0.6666666666666666,12.166666666666666,-1
isengrim_faoiltiarnah,3,12,8,0.6666666666666666,12.666666666666666,-1
havekar_smuggler3,3,6,5,0.8333333333333334,12.166666666666666,-2
toruviel,3,6,4,0.6666666666666666,12.333333333333332,-1
elven_skirmisher,3,6,5,0.8333333333333334,12.166666666666666,-2
elven_skirmisher1,3,8,5,0.625,12.75,-1
dol_blathanna_archer,3,3,3,1.0,11.666666666666666,-2
vrihedd_brigade_veteran,3,12,6,0.5,12.666666666666666,0
nausicaa_cavalry_rider,3,16,12,0.75,13.3125,-2
siege_technician,3,7,6,0.8571428571428571,13.142857142857142,-2
endrega,3,3,2,0.6666666666666666,12.666666666666666,-1
forktail,3,9,5,0.5555555555555556,13.333333333333332,0
wyvern,3,3,2,0.6666666666666666,12.666666666666666,-1
crone_whispess,3,9,3,0.3333333333333333,13.333333333333332,1
crone_weavess,3,1,1,1.0,13.0,-2
fiend,3,6,4,0.6666666666666666,13.333333333333332,-1
earth_elemental,3,3,2,0.6666666666666666,12.666666666666666,-1
letho_of_gulet,3,3,2,0.6666666666666666,12.0,-1
assire_var_anahid,3,7,2,0.2857142857142857,13.0,1
dandelion,3,15,12,0.8,12.533333333333333,-2
villentretenmerth,3,21,7,0.3333333333333333,12.714285714285714,1
puttkammer,3,9,4,0.4444444444444444,12.888888888888888,0
renuald_aep_matsen,3,4,3,0.75,12.25,-2
black_infantry_archer,3,8,4,0.5,12.375,0
impenetrable_fog,3,83,38,0.4578313253012048,13.590361445783133,0
dun_banner_medic,3,7,2,0.2857142857142857,13.285714285714285,1
vernon_roche,3,3,0,0.0,12.666666666666666,2
crinfrid_reavers_dragon_hunter,3,18,9,0.5,13.722222222222221,0
siegfried_of_denesle,3,6,2,0.3333333333333333,13.0,1
yen,3,37,21,0.5675675675675675,13.0,0
philippa_eilhart,3,9,4,0.4444444444444444,13.444444444444443,0
eithne,3,14,9,0.6428571428571429,13.214285714285714,-1
mahakaman_defender,3,23,9,0.391304347826087,13.17391304347826,1
dwarven_skirmisher3,3,12,5,0.4166666666666667,13.166666666666666,0
filavandrel_aen_fidhail,3,6,3,0.5,12.666666666666666,0
shilard_fitz_oesterlen,3,3,2,0.6666666666666666,15.333333333333332,-1
vampire_fleder,3,5,3,0.6,15.200000000000001,0
stefan_skellen,3,6,4,0.6666666666666666,14.333333333333332,-1
botchling,3,6,3,0.5,14.166666666666666,0
griffin,3,6,2,0.3333333333333333,13.166666666666666,1
draug,3,3,2,0.6666666666666666,14.0,-1
cockatrice,3,6,2,0.3333333333333333,13.5,1
fringilla_vigo,3,5,3,0.6,13.0,0
menno_coehoorn,3,6,3,0.5,13.333333333333332,0
young_emmisary,3,2,1,0.5,14.5,0
john_natalis,3,9,7,0.7777777777777778,13.555555555555555,-2
redanian_foot_soldier,3,12,10,0.8333333333333334,13.583333333333332,-2
dethmold,3,9,3,0.3333333333333333,14.11111111111111,1
sile_de_tansarville,3,14,9,0.6428571428571429,13.857142857142856,-1
vrihedd_brigade_recruit,3,6,2,0.3333333333333333,13.166666666666666,1
ciaran_aep_easnillien,3,6,2,0.3333333333333333,13.166666666666666,1
cynthia,3,8,4,0.5,13.25,0
kayran,3,7,4,0.5714285714285714,13.142857142857142,0
nekker1,3,9,2,0.2222222222222222,13.11111111111111,2
werewolf,3,3,1,0.3333333333333333,14.333333333333332,1
foglet,3,6,4,0.6666666666666666,14.333333333333332,-1
avallach,3,12,2,0.16666666666666666,13.916666666666666,2
zoltan,3,15,7,0.4666666666666667,13.0,0
albrich,3,4,3,0.75,12.0,-2
ghoul3,3,4,1,0.25,14.75,2
yarpen_zigrin,3,6,2,0.3333333333333333,13.833333333333332,1
vanhemar,3,10,5,0.5,12.4,0
nekker3,3,5,1,0.2,12.8,2
morteisen,3,3,3,1.0,13.666666666666666,-2
etolian_auxiliary_archers,3,8,5,0.625,13.75,-1
sigismund_dijkstra,3,3,3,1.0,13.666666666666666,-2
catapult,3,6,2,0.3333333333333333,14.0,1
ida_emean_aep_sivney,3,9,5,0.5555555555555556,12.888888888888888,0
havekar_healer,3,6,4,0.6666666666666666,13.833333333333332,-1
blue_stripes_commando,3,10,5,0.5,14.100000000000001,0
imlerith,3,6,4,0.6666666666666666,14.833333333333332,-1
leshen,3,3,3,1.0,14.333333333333332,-2
vreemde,3,4,1,0.25,13.5,2
thaler,3,3,2,0.6666666666666666,14.666666666666666,-1
dennis_cranmer,3,3,2,0.6666666666666666,15.0,-1
havekar_smuggler2,3,3,2,0.6666666666666666,15.0,-1
havekar_smuggler1,3,3,2,0.6666666666666666,15.0,-1
iorveth,3,6,4,0.6666666666666666,14.166666666666666,-1
sheldon_skaggs,3,1,0,0.0,15.0,2
ves,3,7,6,0.8571428571428571,13.857142857142856,-2
siege_tower,3,3,2,0.6666666666666666,13.666666666666666,-1
gargoyle,3,6,1,0.16666666666666666,13.833333333333332,2
vattier_de_rideaux,3,3,0,0.0,14.0,2
ballista,3,3,2,0.6666666666666666,14.0,-1
elven_skirmisher2,3,3,2,0.6666666666666666,13.333333333333332,-1
arachas_behemoth,3,6,1,0.16666666666666666,14.166666666666666,2
zerrikanian_fire_scorpion,3,3,1,0.3333333333333333,12.666666666666666,1
dol_blathanna_scout,3,6,3,0.5,12.833333333333332,0
riordain,3,3,2,0.6666666666666666,12.666666666666666,-1
sweers,3,1,0,0.0,13.0,2
vampire_ekimmara,3,2,1,0.5,17.0,0
vampire_katakan,3,2,1,0.5,17.0,0
ice_giant,3,3,1,0.3333333333333333,15.333333333333332,1
decoy,4,52,16,0.3076923076923077,16.634615384615387,1
grave_hag,4,9,4,0.4444444444444444,15.777777777777777,0
torrential_rain,4,89,38,0.42696629213483145,17.179775280898877,0
vampire_bruxa,4,5,2,0.4,15.600000000000001,0
vampire_garkain,4,5,2,0.4,15.4,0
crone_brewess,4,9,3,0.3333333333333333,15.0,1
plague_maiden,4,6,2,0.3333333333333333,13.833333333333332,1
triss,4,24,16,0.6666666666666666,15.041666666666666,-1
ghoul1,4,9,5,0.5555555555555556,17.22222222222222,0
ghoul2,4,12,5,0.4166666666666667,15.166666666666666,0
biting_frost,4,69,30,0.43478260869565216,17.304347826086957,0
siege_engineer,4,9,4,0.4444444444444444,16.444444444444443,0
rotten_mangonel,4,3,2,0.6666666666666666,18.666666666666664,-1
geralt,4,30,19,0.6333333333333333,15.866666666666667,-1
ciri,4,19,9,0.47368421052631576,17.157894736842103,0
morvran_voorhis,4,7,4,0.5714285714285714,15.714285714285714,0
cahir_mawr_dyffryn_aep_ceallach,4,3,2,0.6666666666666666,18.666666666666664,-1
impera_brigade_guard,4,23,14,0.6086956521739131,16.08695652173913,-1
prince_stennis,4,9,5,0.5555555555555556,17.444444444444443,0
vesemir,4,22,13,0.5909090909090909,15.454545454545455,0
kaedweni_siege_expert,4,13,9,0.6923076923076923,15.307692307692308,-1
yarpen_zigrin,4,4,3,0.75,18.5,-2
esterad_thyssen,4,6,6,1.0,16.0,-2
trebuchet,4,13,8,0.6153846153846154,16.076923076923077,-1
poor_fucking_infantry,4,17,9,0.5294117647058824,17.058823529411764,0
commanders_horn,4,58,28,0.4827586206896552,15.948275862068964,0
keira_metz,4,5,3,0.6,17.0,0
clear_weather,4,22,6,0.2727272727272727,13.636363636363637,1
elven_skirmisher,4,11,7,0.6363636363636364,15.454545454545455,-1
elven_skirmisher1,4,3,1,0.3333333333333333,13.333333333333332,1
saesenthessis,4,9,4,0.4444444444444444,16.11111111111111,0
dol_blathanna_archer,4,9,4,0.4444444444444444,16.11111111111111,0
isengrim_faoiltiarnah,4,6,1,0.16666666666666666,14.833333333333332,2
vrihedd_brigade_veteran,4,12,2,0.16666666666666666,17.916666666666664,2
havekar_smuggler3,4,9,3,0.3333333333333333,15.666666666666666,1
toruviel,4,3,1,0.3333333333333333,13.333333333333332,1
scorch,4,21,4,0.19047619047619047,15.571428571428571,2
impenetrable_fog,4,64,26,0.40625,16.4375,0
avallach,4,27,11,0.4074074074074074,16.59259259259259,0
shilard_fitz_oesterlen,4,3,3,1.0,13.0,-2
fiend,4,3,2,0.6666666666666666,18.0,-1
crone_weavess,4,3,2,0.6666666666666666,18.0,-1
wyvern,4,9,7,0.7777777777777778,15.333333333333332,-2
fire_elemental,4,9,7,0.7777777777777778,16.333333333333332,-2
griffin,4,12,8,0.6666666666666666,17.916666666666664,-1
draug,4,6,4,0.6666666666666666,15.333333333333332,-1
etolian_auxiliary_archers,4,19,9,0.47368421052631576,15.210526315789473,0
morteisen,4,7,1,0.14285714285714285,15.285714285714285,2
sweers,4,4,0,0.0,14.75,2
stefan_skellen,4,3,0,0.0,13.0,2
heavy_zerrikanian_fire_scorpion,4,6,3,0.5,14.0,0
vanhemar,4,4,2,0.5,13.5,0
forktail,4,4,3,0.75,18.0,-2
sigismund_dijkstra,4,4,2,0.5,19.0,0
blue_stripes_commando,4,18,9,0.5,16.444444444444443,0
siegfried_of_denesle,4,6,5,0.8333333333333334,17.666666666666664,-2
john_natalis,4,3,3,1.0,17.0,-2
crinfrid_reavers_dragon_hunter,4,7,4,0.5714285714285714,16.71428571428571,0
catapult,4,7,3,0.42857142857142855,18.0,0
ballista,4,6,5,0.8333333333333334,17.0,-2
nekker3,4,7,5,0.7142857142857143,17.285714285714285,-1
dandelion,4,15,9,0.6,15.933333333333334,0
mahakaman_defender,4,15,5,0.3333333333333333,17.8,1
milva,4,6,1,0.16666666666666666,16.5,2
dwarven_skirmisher3,4,6,2,0.3333333333333333,15.833333333333332,1
riordain,4,4,2,0.5,18.0,0
young_emmisary,4,6,2,0.3333333333333333,16.5,1
havekar_smuggler1,4,7,5,0.7142857142857143,16.428571428571427,-1
celaeno_harpy,4,3,2,0.6666666666666666,16.0,-1
vampire_katakan,4,5,4,0.8,16.0,-2
vampire_fleder,4,3,2,0.6666666666666666,16.0,-1
imlerith,4,9,7,0.7777777777777778,17.444444444444443,-2
nekker2,4,10,8,0.8,15.0,-2
nausicaa_cavalry_rider,4,15,7,0.4666666666666667,15.733333333333333,0
renuald_aep_matsen,4,3,0,0.0,16.333333333333332,2
fringilla_vigo,4,6,0,0.0,16.333333333333332,2
dethmold,4,16,6,0.375,16.3125,1
yen,4,16,13,0.8125,16.875,-2
kayran,4,4,4,1.0,15.25,-2
filavandrel_aen_fidhail,4,3,2,0.6666666666666666,15.333333333333332,-1
dol_blathanna_scout,4,6,2,0.3333333333333333,15.833333333333332,1
arachas1,4,12,10,0.8333333333333334,16.083333333333332,-2
nekker1,4,6,4,0.6666666666666666,14.666666666666666,-1
vampire_ekimmara,4,3,2,0.6666666666666666,13.0,-1
botchling,4,3,2,0.6666666666666666,13.0,-1
ice_giant,4,3,2,0.6666666666666666,13.0,-1
black_infantry_archer,4,9,5,0.5555555555555556,16.22222222222222,0
siege_technician,4,6,2,0.3333333333333333,15.0,1
cynthia,4,9,3,0.3333333333333333,16.88888888888889,1
dun_banner_medic,4,3,0,0.0,14.333333333333332,2
villentretenmerth,4,18,8,0.4444444444444444,15.666666666666666,0
siege_tower,4,7,1,0.14285714285714285,13.571428571428571,2
havekar_healer,4,14,6,0.42857142857142855,16.642857142857142,0
yaevinn,4,9,6,0.6666666666666666,15.333333333333332,-1
elven_skirmisher2,4,6,4,0.6666666666666666,15.666666666666666,-1
gargoyle,4,3,2,0.6666666666666666,16.0,-1
arachas2,4,3,2,0.6666666666666666,16.0,-1
menno_coehoorn,4,6,3,0.5,16.166666666666664,0
zerrikanian_fire_scorpion,4,6,3,0.5,16.166666666666664,0
ves,4,6,1,0.16666666666666666,18.666666666666664,2
dennis_cranmer,4,3,1,0.3333333333333333,17.0,1
havekar_smuggler2,4,6,2,0.3333333333333333,16.0,1
tibor_eggebracht,4,3,2,0.6666666666666666,14.333333333333332,-1
assire_var_anahid,4,6,5,0.8333333333333334,14.666666666666666,-2
ghoul3,4,4,4,1.0,20.5,-2
cockatrice,4,6,5,0.8333333333333334,18.333333333333332,-2
endrega,4,3,3,1.0,20.333333333333332,-2
zoltan,4,12,8,0.6666666666666666,17.0,-1
redanian_foot_soldier,4,4,0,0.0,18.25,2
werewolf,4,6,5,0.8333333333333334,15.666666666666666,-2
arachas3,4,3,3,1.0,15.0,-2
arachas_behemoth,4,3,3,1.0,15.0,-2
letho_of_gulet,4,6,3,0.5,15.666666666666666,0
philippa_eilhart,4,3,2,0.6666666666666666,17.0,-1
sabrina_glevissig,4,6,2,0.3333333333333333,16.666666666666664,1
thaler,4,3,1,0.3333333333333333,17.0,1
vrihedd_brigade_recruit,4,3,1,0.3333333333333333,19.666666666666664,1
vernon_roche,4,1,1,1.0,9.0,-2
leshen,4,3,2,0.6666666666666666,16.333333333333332,-1
sile_de_tansarville,4,1,0,0.0,20.0,2
eithne,4,3,1,0.3333333333333333,15.0,1
puttkammer,4,3,1,0.3333333333333333,13.0,1
sheldon_skaggs,4,3,1,0.3333333333333333,12.333333333333332,1
